Application ID,Submission Date,Agent,Product,Monthly Commission,Theater,Region,SubRegion,r,p_1,p_2,p_3
0066000000j9ym9,42886.29167,Serita Silberman,MS,255,EMEA,Western Europe,Western Europe,0,0,0,0
0066000000wZtS1,42977.29167,Fredricka Liu,MS,113.76,Asia Pacific,Japan,Japan,0,0.054212873,0.062884196,0.037094134
00660000012KbUI,42816.29167,Edwina Fortson,MS,51.789,Americas,USA,Southeast,0,0.001481049,0.005707537,0.000892152
0066000001EZzEq,42886.29167,Wilma Rudolph,IFP,29.8537,Americas,USA,Southwest,0,0.017715644,0.022084375,0.012007929
0066000000wcEyZ,42794.33333,Kym Rothermel,MA,81.543,Americas,USA,Southeast,0,0.011507273,0.011018174,0.009872451
0066000001SpQuH,42766.33333,Tamar Boatner,MA,158.494,Americas,Canada,Canada,1,0.083066206,0.073100173,0.241988762
0066000001SpVve,42766.33333,Marcie Siegel,MS,213.3431,Asia Pacific,Hong Kong & Taiwan,Hong Kong & Taiwan,0,0.083023229,0.041511615,0.073451651
0066000001MFmsu,42905.29167,Stephenie Mcelligott,MS,5,EMEA,Turkey,Turkey,0,0,0.041511615,0
0066000001MElhP,42795.33333,Genevieve Childress,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.041511615,0
0066000001aMrjB,42734.33333,Kym Rothermel,IFP,23.97,Americas,Latin America,Latin America,1,0.487489602,0.231234402,0.304764549
0066000000TD1Q7,42751.33333,Carmon Swenson,PDP,151.592,Americas,USA,Southeast,0,0.085456402,0.083334917,0.05072035
0066000001SoiBB,42748.33333,Kerri Walsh,MA,5,Americas,USA,Central,0,0.019231429,0.022405977,0.010334879
0066000000PD5SN,42347.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0.022345006,0.025459955,0.01705264
0066000001Sn3EN,43090.33333,Allegra Eakle,PDP,141.256,Asia Pacific,Japan,Japan,0,0.005649222,0.012139937,0.004529741
0066000001MEMMU,42794.33333,Michael Jordan,MS,364.1256,Americas,USA,Southwest,0,0.050527662,0.025263831,0.041318066
0066000001Sn12x,42794.33333,Kerri Walsh,MS,75,Americas,USA,Southwest,0,0,0.00067688,0
0066000001Snh1f,42720.33333,Arnold Palmer,MA,1156.78968,Americas,USA,Northeast,0,0.175277088,0.087638544,0.150639294
0066000000wZbqW,42734.33333,Mia Hamm,PDP,15.12,Americas,USA,Southwest,0,0.271283428,0.265949212,0.160391741
0066000000s77Ik,42794.33333,Tom Brady,PDP,5,Americas,USA,Southwest,0,0,0.087638544,0
0066000001MECYo,42823.29167,Lillia Bocanegra,IFP,5,Americas,Canada,Canada,0,0,0,0
00660000018HPnu,42709.33333,Mia Hamm,PDP,9.9,Americas,USA,Southwest,0,0.342847055,0.342290509,0.271941462
0066000000dzKEt,42734.33333,Donte Kiser,MA,59.96295,Americas,USA,Northwest,0,0.065772917,0.067494815,0.049384842
0066000001SqbJ7,42734.33333,Donte Kiser,MS,5,Americas,USA,Northeast,0,0.05094454,0.060402041,0.030450545
0066000000wbV7b,42794.33333,Tom Brady,MA,77.6965,Americas,USA,Southwest,0,0.017559054,0.026723959,0.01036869
0066000000waxe6,42844.29167,Tressa Kennamer,MA,65,EMEA,France,France,0,0,0,0
0066000000wcZxi,42794.33333,Mariko Miers,IFP,67.3782,Americas,USA,Mountain,0,0.016992482,0.019917361,0.010540221
0066000001Ecf4O,42897.29167,Mozelle Archambault,MS,125.978,Americas,USA,Northeast,0,0.00976902,0.005388367,0.006297443
0066000001SnSzU,42734.33333,Sadie Read,IFP,827.133,Americas,Canada,Canada,1,0.329307061,0.664653531,0.278171903
00660000012O5Vm,42766.33333,Frederick Saul,IFP,5,Asia Pacific,Thailand,Thailand,0,0,0.664653531,0
0066000001ME7r4,42736.375,Randa Stoneham,MS,66.58713,Asia Pacific,AUS/NZ,AUS/NZ,0,0.162238701,0.162468802,0.082219379
0066000001EaiKo,42734.33333,Mia Hamm,PDP,42,Americas,USA,Southwest,1,0.674633252,0.680337158,0.369217418
0066000001aNqXE,42735.33333,Frederick Saul,MS,5,Americas,USA,Northwest,1,0.180461959,0,0.105477568
0066000001aOCHA,42855.29167,Lorene Ebeling,MA,45,Asia Pacific,China,China,0,0,0,0
0066000000ZYuuO,42296.29167,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0,0
0066000001EbZ4Y,42708.33333,Tom Brady,MA,5,Americas,USA,Southwest,0,0.030392327,0.034374211,0.017195268
0066000000PvJHf,42124.29167,Allegra Eakle,MA,5,Asia Pacific,Japan,Japan,0,0,0.034374211,0
0066000001aPOEo,42822.29167,Stephenie Mcelligott,MS,255,Americas,Latin America,Latin America,0,0.119820694,0.110454784,0.097868545
0066000001SoTju,42872.29167,Mia Hamm,PDP,5,Americas,USA,Southwest,0,0.109312433,0.102704597,0.083160305
0066000001ME0BI,42862.29167,Emilio Luczynski,MS,156.85736,Asia Pacific,China,China,0,0.0907922,0.088738899,0.074002485
0066000000N1nle,41125.29167,Tom Brady,MS,421.4,Americas,USA,Southwest,0,0.033566886,0.016783443,0.027352577
0066000000sAUP4,42726.33333,Mariann Hardman,MA,355,EMEA,Northern Europe,Northern Europe,0,0.006172506,0.010131383,0.003128633
0066000000j95op,42825.29167,Darin Pellegren,MS,55,Americas,Canada,Canada,0,0.030011351,0.03067009,0.016752361
0066000000TFqqe,42717.33333,Mariann Hardman,MA,135,EMEA,Northern Europe,Northern Europe,0,0.031985541,0.028558353,0.016452044
0066000001SoFgB,42762.33333,Frederick Saul,MS,5,Americas,USA,Central,0,0,0.009874705,0
0066000001SnWVk,42735.33333,Noma Keller,IFP,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0.408865109,0.439068358,0.241832233
0066000001aNT3K,42778.33333,Tom Brady,MA,45,Americas,USA,Southwest,0,0,0.000475217,0
0066000001EcJjn,42787.33333,Stephenie Mcelligott,MS,153.758,Americas,Latin America,Latin America,0,0,0,0
0066000001MFOMw,42712.33333,Tressa Kennamer,MA,25.8582,Asia Pacific,AUS/NZ,AUS/NZ,0,0.200469606,0.220332403,0.179037106
0066000001Eaxdw,42977.29167,Kym Rothermel,IFP,5,Americas,Latin America,Latin America,0,0,0.220332403,0
0066000000Zc8AC,42977.29167,Fredricka Liu,MA,552.6258,Asia Pacific,Japan,Japan,0,0.023020087,0.015759173,0.011695069
0066000001MGFqw,42754.33333,Marco Dunavant,MA,125,EMEA,Western Europe,Western Europe,0,0.064693638,0.070570622,0.043418207
0066000001MEKq4,42794.33333,Joetta Lafromboise,MS,77.25282,Americas,Canada,Canada,0,0,0,0
0066000001aN6Yf,42886.29167,Danica Patrick,MS,5,Americas,USA,Southwest,0,0,0,0
0066000000g1vmC,42781.33333,Joetta Lafromboise,MA,115.9217,Americas,Canada,Canada,0,0.045213284,0.046991424,0.039286819
0066000000g1Rnc,42734.33333,Kym Rothermel,MA,163.39792,Americas,USA,Southeast,0,0.051777181,0.059747462,0.038574657
0066000001SoYNX,42998.29167,Allegra Eakle,PDP,152.848,Asia Pacific,Japan,Japan,0,0.015775762,0.007508125,0.013938009
0066000001Ebral,42899.29167,Allegra Eakle,MS,165.5584,Asia Pacific,Japan,Japan,0,0.004151152,0.009298452,0.002310217
0066000001aOMPR,42822.29167,Fredricka Liu,MS,5,EMEA,Western Europe,Western Europe,0,0,0.220332403,0
0066000000wclon,42762.33333,Nicolette Wadkins,IFP,155,Americas,USA,Northeast,0,0.066954656,0.066607074,0.051677295
0066000001MGSjD,42766.33333,Merlene Lassen,MA,144.666,Americas,Canada,Canada,0,0.333934755,0.340515495,0.228668165
00660000018IN5h,42703.33333,Kerri Walsh,MA,215.31,Americas,USA,Southwest,0,0,0,0
0066000000wbbOH,42762.33333,Lillia Bocanegra,PDP,5,Americas,Canada,Canada,0,0.047058231,0.05372146,0.038478025
0066000001aOOJr,42734.33333,Boris Leverett,MS,248.5984,Americas,USA,Northeast,1,0.30976902,0.65488451,0.208765813
0066000001EbcEK,42886.29167,Mignon Mcdevitt,MS,119.557,Americas,USA,Mountain,0,0,0.006935646,0
0066000001SpTA1,42886.29167,Wilma Rudolph,PDP,5,Americas,USA,Southwest,0,0,0.008851239,0
0066000000wab1s,42883.29167,Serena Williams,MA,55,EMEA,France,France,0,0,0.65488451,0
0066000001EaG0i,42825.29167,Tom Brady,DT,5,Americas,USA,Southwest,0,0,0.65488451,0
0066000001Ebp08,42794.33333,Tom Brady,IFP,516.384,Americas,USA,Southwest,0,0,0,0
0066000000s81Qd,42820.29167,Tamar Boatner,IFP,5,Americas,USA,Southeast,0,0,0,0
0066000001EdVUJ,42792.33333,Danica Patrick,MS,5,Americas,USA,Southwest,0,0,0.001497672,0
0066000000g2ybU,42723.33333,Boris Leverett,MA,91.22435,Americas,USA,Northeast,0,0.308707917,0.310884199,0.032288395
00660000012Lul0,42747.33333,Frederick Saul,MA,127.74639,Americas,USA,Central,0,0,0,0
00660000012Lvf7,42890.29167,Tom Brady,MA,5,Americas,USA,Southwest,0,0.015583937,0.021269158,0.011205629
0066000001Ea00Y,42794.33333,Lillia Bocanegra,IFP,5,Americas,Canada,Canada,0,0,0,0
0066000000wZUl2,42734.33333,Tom Brady,IFP,16.3815,Americas,USA,Southwest,0,0.074659477,0.070723342,0.059560709
0066000000mqf4M,42582.29167,Tom Brady,PDP,115.86,Americas,USA,Southwest,0,0.076638994,0.072554694,0.058627264
0066000001EbPWK,42734.33333,Tressa Kennamer,MA,29.67454,Asia Pacific,AUS/NZ,AUS/NZ,1,0.390582432,0.085873648,0.241421889
0066000001aMp4M,42794.33333,Tom Brady,MA,475.64564,Americas,USA,Southwest,0,0.050130725,0.025065363,0.027726829
0066000000s7GpK,42794.33333,Merlene Lassen,MS,839.2592,Americas,Canada,Canada,0,0.020433261,0.01021663,0.017827911
0066000001aMY4h,42855.29167,Wilma Rudolph,PDP,5,Americas,Canada,Canada,0,0,0.01021663,0
0066000000ZZEAg,42732.33333,Evelia Biondi,MS,169.828,Americas,USA,Mountain,0,0.004320057,0,0.002869149
0066000001EaXco,42781.33333,Joetta Lafromboise,IFP,155,Americas,Canada,Canada,0,0.085779661,0.083968372,0.069357622
0066000001SoJhA,42761.33333,Marco Dunavant,MA,81.2289,EMEA,Western Europe,Western Europe,0,0.011229846,0.012854714,0.006122769
0066000001Ec9fb,42794.33333,Dollie Gracie,MA,5,Americas,USA,Central,0,0,0.01021663,0
0066000000sADlb,42521.29167,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0,0
0066000001SnybG,42747.33333,Tressa Kennamer,MS,65,Asia Pacific,AUS/NZ,AUS/NZ,0,0.042681602,0.033263141,0.022857306
0066000001SoQnl,43005.29167,Allegra Eakle,MS,5,Asia Pacific,Japan,Japan,0,0,0.01021663,0
0066000000S1oGM,42794.33333,Mary Lou Retton,IFP,55,Americas,USA,Southwest,0,0.181597444,0.183510219,0.007344476
0066000001Eamwh,42727.33333,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0.01021663,0
0066000000RNhfW,42674.29167,Michael Jordan,IFP,91.58,Americas,USA,Northeast,0,0,0,0
0066000001aO95t,42886.29167,Kerri Walsh,PDP,5,Americas,USA,Southwest,0,0,0.01021663,0
0066000001MEsz1,42734.33333,Tom Brady,MA,75.5735,Americas,USA,Southwest,0,0.124782521,0.118882725,0.094506077
0066000000mrf8Y,42822.29167,Randa Stoneham,MA,112.5156,Asia Pacific,Singapore,Singapore,0,0.016667908,0.022919159,0.008809484
0066000001EcZKo,42762.33333,Holly Mescher,MS,87.3732,Americas,USA,Southeast,0,0.057148597,0.058274773,0.039905439
00660000018KuXe,42885.29167,Mary Lou Retton,DT,33.68,Americas,USA,Southwest,0,0.039076082,0.044226342,0.021089381
0066000000mpLGN,42730.33333,Boris Leverett,IFP,26.8125,Americas,USA,Northeast,0,0.060509148,0.072885245,0.040167159
0066000001SniH3,42794.33333,Grace Hawley,MS,25.5633,Americas,USA,Southeast,0,0.20976902,0.237142884,0.12587739
0066000000mqhJm,42918.29167,Delinda Loving,IFP,65,EMEA,Northern Europe,Northern Europe,0,0.005352671,0.013367301,0.003211935
0066000000wZNUS,42794.33333,Serena Williams,MS,257.339,EMEA,France,France,0,0.144127625,0.072063812,0.109316819
0066000000s7wpv,42794.33333,Tom Brady,MA,45,Americas,USA,Southwest,0,0,0.072063812,0
0066000001L7pvI,42745.33333,Mathilde Butkovich,MS,55.358,EMEA,Middle East,Middle East,0,0.447027329,0.439295312,0.325629043
0066000001Ea9FW,42788.33333,Dollie Gracie,IFP,191.86635,Americas,USA,Central,0,0.018790561,0.025475335,0.015809394
0066000000Za9LW,42809.29167,Joetta Lafromboise,MA,154.71,Americas,Canada,Canada,0,0.048390725,0.051935175,0.024211897
0066000001MGi1L,42734.33333,Stephenie Mcelligott,MS,47.21475,Americas,Latin America,Latin America,0,0.07870954,0.081797839,0.050651716
0066000000msbBs,42855.29167,Tom Brady,MA,155,Americas,USA,Southwest,0,0.012391695,0.013647545,0.009603483
0066000000RPnut,42716.33333,Mariann Hardman,MS,85,EMEA,Northern Europe,Northern Europe,0,0.034527623,0.026919092,0.023016366
00660000012KJ9p,42735.33333,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0.072063812,0
0066000001SpBvC,42886.29167,Mignon Mcdevitt,PDP,112.757,Americas,USA,Mountain,0,0.012749943,0.007515448,0.007931127
0066000001EbMgK,42759.33333,Frances Rasnake,MS,65,EMEA,Italy,Italy,0,0.021085422,0.030939953,0.014882239
0066000000Zcftv,42809.29167,Wilma Rudolph,MS,118.8381,Americas,Canada,Canada,0,0,0.007736228,0
0066000001Sn3Xk,42842.29167,Xavier Mangold,MS,5,EMEA,Central Europe,Central Europe,0,0.041381047,0.048721424,0.034436492
0066000001Ec8KM,42734.33333,Arnold Palmer,MS,65.25837,Americas,USA,Northeast,0,0.014122135,0.007983402,0.010841117
0066000001EaKaZ,42855.29167,Marco Dunavant,MS,78.5536,Asia Pacific,Japan,Japan,0,0.073456719,0.064774699,0.058635668
0066000001Sn6Xa,42794.33333,Wilma Rudolph,MS,243.6988,Americas,USA,Southwest,0,0.237291257,0.235514561,0.169337273
0066000000mssty,42823.29167,Kym Rothermel,MA,5,Americas,Latin America,Latin America,0,0,0.072063812,0
0066000000j82Im,42308.29167,Kym Rothermel,MA,5,Americas,Latin America,Latin America,0,0,0.072063812,0
0066000000s8HI0,42794.33333,Tom Brady,PDP,5,Americas,USA,Southwest,0,0,0.072063812,0
0066000001aNJnW,42704.33333,Ulysses Veitch,MS,5,Americas,Latin America,Latin America,0,0,0.008190991,0
0066000001MF05U,42947.29167,Serita Silberman,MA,134.27,EMEA,Western Europe,Western Europe,0,0.009629855,0.014412994,0.007237479
00660000012Ma6J,42734.33333,Raeann Uriarte,MA,55,Americas,Latin America,Latin America,0,0.045934238,0.037989387,0.027263482
0066000000UpUJQ,42766.33333,Tressa Kennamer,IFP,65.1,Asia Pacific,AUS/NZ,AUS/NZ,0,0.204557833,0.202971204,0.106733932
0066000000msvbC,42734.33333,Tom Brady,MA,96.9489,Americas,USA,Southwest,0,0.421458163,0.420951864,0.043526705
0066000001EZoFB,42852.29167,Allegra Eakle,MA,155,Americas,USA,Southeast,0,0.024347953,0.019823023,0.017783599
0066000000mqKEJ,42913.29167,Wilma Rudolph,IFP,279.774,Americas,USA,Northwest,0,0.024815137,0.033513825,0.015013891
0066000001EZyIX,42762.33333,Jimmie Fulford,MS,143.6256,Americas,USA,Northeast,0,0.138782718,0.13576899,0.095719476
0066000001SqNrg,42767.33333,Mia Hamm,PDP,9.35669,Americas,USA,Southwest,1,0.19023098,0.19995594,0.138640566
00660000018IFmk,42910.29167,Emilio Luczynski,MA,155,Asia Pacific,China,China,0,0,0,0
0066000000s7xPa,42855.29167,Tamar Boatner,PDP,5,Americas,USA,Southeast,0,0,0,0
0066000001SoOPZ,42886.29167,Frederick Saul,IFP,75.4125,Asia Pacific,Thailand,Thailand,0,0,0,0
0066000000j9Lvr,44224.33333,Tom Brady,PDP,158.817,Americas,USA,Southwest,0,0.050795698,0.056730644,0.026541617
0066000001Ea4EZ,42794.33333,Joetta Lafromboise,MS,155.5755,Americas,Canada,Canada,0,0.052456454,0.050188106,0.03687742
0066000000WlP0S,42794.33333,Grace Hawley,MA,45,Asia Pacific,Korea,Korea,0,0.118923317,0.148128721,0.065086262
0066000001aNgLJ,42733.33333,Cassondra Petrick,MA,135,EMEA,Israel,Israel,0,0.053056942,0.05462608,0.031566781
0066000000sA6r6,42911.29167,Tamar Boatner,MA,5,Americas,USA,Southeast,0,0,0.002643287,0
0066000001MGRmy,42855.29167,Raeann Uriarte,MA,5,Americas,Latin America,Latin America,0,0,0,0
00660000012Mo4G,42794.33333,Tressa Kennamer,MA,153.5548,Americas,Canada,Canada,0,0.268759657,0.276151919,0.240552621
0066000001Sp18R,42794.33333,Mariko Miers,PDP,89.514,Americas,USA,Mountain,0,0.058806931,0.048922836,0.04844356
0066000001MGUEj,42704.33333,Tom Brady,IFP,41.58,Americas,USA,Southwest,0,0.180461959,0.221592218,0.302909125
0066000000e0EDq,42582.29167,Michael Jordan,MA,5,Americas,USA,Northeast,0,0,0.221592218,0
00660000018Knng,42823.29167,Mozelle Archambault,MA,125,Americas,USA,Northeast,0,0,0,0
0066000001SqPxr,42788.33333,Tom Brady,MA,162.875,Americas,USA,Southwest,0,0.068746745,0.071543287,0.044592343
0066000000s8A8A,42095.29167,Tom Brady,IFP,5,Americas,USA,Southwest,0,0,0.221592218,0
0066000000dxz8T,42369.33333,Tom Brady,MA,26.4,Americas,USA,Southwest,0,0.121634131,0.135043932,0.083909221
0066000001MFVcr,42794.33333,Serita Silberman,PDP,5,Americas,USA,Northwest,0,0,0.135043932,0
0066000001MHSjS,42913.29167,Tamar Boatner,PDP,5,Americas,Canada,Canada,0,0,0.135043932,0
0066000001SoXAE,42708.33333,Tressa Kennamer,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0,0
0066000001MFlyA,42694.33333,Livia Twine,MA,5,Asia Pacific,Malaysia,Malaysia,0,0,0.135043932,0
00660000018LFLn,42766.33333,Mary Lou Retton,MA,155,Americas,USA,Southwest,0,0,0,0
0066000001EaoFm,42762.33333,Stephenie Mcelligott,PDP,23.97,Americas,Latin America,Latin America,0,0.010011481,0.007815063,0.006502246
00660000012Manu,42855.29167,Tamar Boatner,MA,5,Americas,USA,Southeast,0,0.031120836,0.034440354,0.018451691
0066000001SnUwI,42947.29167,Stephenie Mcelligott,PDP,78.443,Americas,Latin America,Latin America,0,0,0,0
0066000000j9xMh,42771.33333,Cary Westmoreland,MS,228.1815,EMEA,Central Europe,Central Europe,0,0.012774709,0.005234786,0.011399773
00660000018HTA1,42842.29167,Livia Twine,MA,5,Asia Pacific,Malaysia,Malaysia,0,0,0.034440354,0
00660000018IS5H,42765.33333,Livia Twine,MA,5,Asia Pacific,Malaysia,Malaysia,0,0,0.034440354,0
0066000001EcaTv,42674.29167,Stephenie Mcelligott,MS,5,Americas,Latin America,Latin America,0,0,0,0
0066000001Ed9hL,42794.33333,Edwina Fortson,MA,246.8592,Americas,USA,Southeast,0,0.150389204,0.075194602,0.109752936
0066000001MGrHU,42723.33333,Lyn Freeberg,MA,55,EMEA,Middle East,Middle East,1,0.13150442,0,0.267654718
0066000001MEXCQ,42947.29167,Tamar Boatner,MS,365.55896,Americas,USA,Southeast,0,0.01438857,0.007194285,0.012933454
0066000001EabJw,42735.33333,Marcell Rosamond,DT,27.3225,EMEA,Central Europe,Central Europe,0,0.129266338,0.159029972,0.081309391
0066000001aOgNO,42795.33333,Fredricka Liu,IFP,5,EMEA,Western Europe,Western Europe,0,0.059745418,0.06197972,0.052720216
0066000001SojRe,42941.29167,Delinda Loving,MA,5,EMEA,Northern Europe,Northern Europe,0,0.004907392,0.00575124,0.003478368
0066000001EdKnh,42823.29167,Marco Dunavant,MA,255,EMEA,Western Europe,Western Europe,0,0.004479727,0,0.003337572
0066000000wZtNV,42735.33333,Cathrine Guyette,IFP,5,EMEA,Central Europe,Central Europe,0,0,0,0
0066000001Soe0F,43069.33333,Noma Keller,MS,55,EMEA,Northern Europe,Northern Europe,0,0.048935064,0.057730944,0.037859125
0066000001Sqf4r,42996.29167,Mozelle Archambault,MA,186.34884,Americas,USA,Northeast,0,0.000494198,0.00886967,0.000402665
0066000001MFZWW,43368.29167,Allegra Eakle,MS,5,Americas,Canada,Canada,0,0,0.057730944,0
0066000001Ec3Lw,42855.29167,Tom Brady,MA,155,Americas,USA,Southwest,0,0,0.006935514,0
0066000001MDday,42794.33333,Sadie Read,MS,298.2539,Americas,Canada,Canada,0,0.0261031,0.01305155,0.018756166
0066000001EbuXy,42734.33333,Donte Kiser,MS,5,Americas,USA,Northeast,0,0.061284937,0.062575777,0.052371178
0066000001SnZYk,42794.33333,Tom Brady,MS,55.872,Americas,USA,Southwest,0,0.035872847,0.026229119,0.029157934
0066000001EannD,42947.29167,Fredricka Liu,DT,165.526,Asia Pacific,Japan,Japan,0,0.076613354,0.068858875,0.064730907
0066000001SoYBV,42781.33333,Kerri Walsh,MA,5,Americas,USA,Central,0,0,0.01305155,0
0066000001MDdaF,42735.33333,Marcell Rosamond,MA,53.2592,EMEA,Central Europe,Central Europe,0,0.025237132,0.028732721,0.01277583
0066000000j7V4L,42886.29167,Marco Dunavant,MA,33.11,Asia Pacific,China,China,0,0,0.009765018,0
0066000001SoekA,42766.33333,Merlene Lassen,MA,186.56524,Americas,Canada,Canada,0,0.011301849,0.020821049,0.009879124
00660000018IG3s,42865.29167,Delinda Loving,MA,55,EMEA,Northern Europe,Northern Europe,0,0.032353012,0.039329125,0.021620708
0066000000WlVXx,42794.33333,Allegra Eakle,MA,65,Americas,USA,Southeast,0,0.021690365,0.030963171,0.01300327
0066000001aMw1C,42794.33333,Marco Dunavant,MS,55,Asia Pacific,China,China,0,0,0.01305155,0
00660000018KbaP,42752.33333,Marco Dunavant,MA,34.99125,EMEA,Western Europe,Western Europe,0,0.105097835,0.107335438,0.058474689
0066000000s6nIB,42521.29167,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0.01305155,0
0066000000S1uy2,41989.33333,Genevieve Childress,MA,37.98135,Asia Pacific,AUS/NZ,AUS/NZ,0,0.059878131,0.060169993,0.053077411
00660000012N7zA,42613.29167,Kerri Walsh,MA,5,Americas,USA,Southwest,0,0,0.01305155,0
0066000001aNv8f,42751.33333,Lyn Freeberg,PDP,5,EMEA,Middle East,Middle East,0,0,0.002969614,0
0066000001aNGYi,42737.375,Lorene Ebeling,MA,58.5482,Asia Pacific,China,China,1,0.466115321,0.470400698,0.379591904
00660000018KVU7,42762.33333,Kym Rothermel,MA,63.9935,Americas,USA,Southeast,0,0.250156683,0.247492241,0.13642514
0066000001Ecojt,42847.29167,Frances Rasnake,MS,5,EMEA,Italy,Italy,0,0,0.01305155,0
00660000018Iymi,42734.33333,Tressa Kennamer,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0,0
0066000001EbxM3,42855.29167,Tamar Boatner,MS,155,Americas,Canada,Canada,0,0.022743167,0.024845784,0.017834413
00660000012LeDO,42794.33333,Boris Leverett,IFP,155,Americas,USA,Northeast,0,0.138660948,0.141831686,0.078588136
0066000001MFpRE,42970.29167,Phyliss Works,MA,114.489,Americas,USA,Central,0,0.041114657,0.031163989,0.025598115
0066000001aOyXS,42794.33333,Arnold Palmer,MA,5,Americas,USA,Northeast,0,0,0.01305155,0
0066000000WmLvL,42766.33333,Tom Brady,IFP,68.756,Americas,USA,Southwest,0,0.185302357,0.187331663,0.09298286
00660000012MGQo,42847.29167,Allegra Eakle,MA,122.5176,Americas,USA,Southeast,0,0,0,0
0066000001EcPxH,42762.33333,Phyliss Works,MS,119.3376,Americas,USA,Central,0,0.003962486,0,0.002336359
0066000001MHHkA,42709.33333,Mia Hamm,PDP,32.62657,Americas,USA,Southwest,0,0.39890342,0.391564957,0.291281685
0066000001ME0ZS,42734.33333,Raeann Uriarte,MA,5,Americas,Latin America,Latin America,0,0,0,0
0066000001Ed6iZ,42794.33333,Stephenie Mcelligott,MS,5,Americas,Latin America,Latin America,0,0,0.01305155,0
0066000000mrDRq,43039.29167,Raeann Uriarte,MA,5,Americas,Latin America,Latin America,0,0,0.006375699,0
0066000001ME6od,42725.33333,Noma Keller,MS,59,Asia Pacific,AUS/NZ,AUS/NZ,0,0.187768055,0.19244264,0.139340638
0066000001ME6os,42717.33333,Mia Hamm,PDP,5,Americas,USA,Southwest,1,0.2,0.197771085,0.165711358
0066000001SqNmk,42767.33333,Mia Hamm,PDP,7.15692,Americas,USA,Southwest,1,0.465411596,0.456429683,0.149369118
00660000018KnSc,42748.33333,Serita Silberman,MA,5,EMEA,Western Europe,Western Europe,0,0.116414605,0.117715067,0.064166523
0066000000j8Yhl,42794.33333,Edwina Fortson,MS,5,Americas,USA,Southeast,0,0,0.01305155,0
0066000001EbV0t,42961.29167,Donte Kiser,MS,5,Americas,USA,Northeast,0,0,0.01305155,0
0066000001SqNdX,42766.33333,Donte Kiser,MS,5,Americas,USA,Northeast,0,0,0.01305155,0
0066000000ZbqpX,42247.29167,Kym Rothermel,MS,5,Americas,Latin America,Latin America,0,0,0.01305155,0
0066000001aN1Xa,42766.33333,Darin Pellegren,MS,155,Americas,Canada,Canada,0,0.064047495,0.069616898,0.05192388
0066000000ZaOrS,42788.33333,Tom Brady,IFP,117.54752,Americas,USA,Southwest,0,0,0,0
0066000000UpZS1,42879.29167,Marco Dunavant,MA,155.788,Asia Pacific,Japan,Japan,0,0,0,0
0066000000sAB0p,42854.29167,Ronda Rousey,MA,5,Americas,USA,Southwest,0,0,0.01305155,0
0066000001MHGaw,42759.33333,Mathilde Butkovich,MS,55,EMEA,Middle East,Middle East,0,0.081908018,0.073332857,0.043645936
0066000001EbnCx,42794.33333,Sadie Read,MS,1285.75948,Americas / Asia Pacific,Canada / Thailand,Canada / Thailand,0,0.154386183,0.152663482,0.106938973
0066000001SqGW5,42762.33333,Mia Hamm,PDP,15.19184,Americas,USA,Southwest,1,0.19023098,0,0.13627438
0066000001EZqlt,42947.29167,Tom Brady,MA,95,Americas,USA,Southwest,0,0,0,0
0066000000UswPi,42781.33333,Delinda Loving,MA,419.5318,EMEA,Northern Europe,Northern Europe,0,0.057047539,0.02852377,0.030936334
0066000000wcsYS,42674.29167,Mary Lou Retton,MA,55,Americas,USA,Southwest,0,0,0.003549487,0
00660000012KURO,42766.33333,Serita Silberman,MA,155,EMEA,Western Europe,Western Europe,0,0,0.00362519,0
00660000012Lmia,42855.29167,Frederick Saul,MA,241.9812,Asia Pacific,Thailand,Thailand,0,0.021039663,0.010519831,0.010847149
0066000001aOK0a,42727.33333,Serena Williams,MS,295.24663,Americas,USA,Southwest,1,0.504328007,0.752164003,0.160960575
0066000001MDb7V,42609.29167,Tom Brady,MS,62.5524,Americas,USA,Southwest,0,0.006520533,0.004072585,0.004573887
0066000000wZtQo,42788.33333,Marco Dunavant,MA,97.89,Asia Pacific,Japan,Japan,0,0.142248049,0.146805597,0.122691321
0066000000s6Qy4,42724.33333,Tom Brady,MA,45,Americas,USA,Southwest,0,0,0.003687914,0
00660000012KyNr,42794.33333,Joetta Lafromboise,MA,42.37858,Americas,Canada,Canada,1,0.130943893,0.122870528,0.113432927
0066000000msdFR,42886.29167,Cathrine Guyette,IFP,5,EMEA,Central Europe,Central Europe,0,0,0.752164003,0
0066000001MG24F,42734.33333,Donte Kiser,MS,5,Americas,USA,Northeast,0,0,0.006873777,0
0066000000S0cpX,44074.29167,Tom Brady,IFP,5,Americas,USA,Southwest,0,0,0.752164003,0
0066000001MF4I6,42766.33333,Mia Hamm,PDP,5,Americas,USA,Southwest,0,0.377602359,0.376552791,0.190045018
